,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TON,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,8,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,10,0,0,0,0,0,0,4,0,0,0,6,2,0
TTO,0,0,0,0,0,0,0,12,10,0,0,28,8,0,0,10,8,2,4,12,0,0,4,0,2,0,4,0,2,22,22,0,8,0,0,60,8,8,18,0,6,0,0,2,10,6,0,4,6,0,2,0,4,36,0,6,22,6,0,6,2,0,12,2,4,2,4,0,20,0,0,0,162,8,4,0,0,0,0,0,2,4,0,0,0,6,0,0,2,0,4,52,0,16,20,0,2,4,20,14,6,6,6,14,0,0,2,4,6,0,0,12,4,0,4,0,8,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,6,0,0,4,2,0,28,0,2,0,18,0,14,2,10,0,8,0,0,0,6,8,2,2,16,0,14,0,0,0,2,2,26,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,6,0,6,0,2,0,6,4,0,0,6,0,0,0,6,0,4,12,6,2,10,220,0,0,2,8,0,2,0,2,0,0,30,2,0
TUN,0,6,4,6,20,2,0,256,76,22,0,180,110,20,2,252,16,0,18,32,66,60,0,24,0,16,0,0,2,224,2,6,0,14,2,470,200,62,348,12,40,10,2,0,68,0,2,18,6,0,0,34,86,518,2,0,78,8,444,16,484,0,822,44,38,52,0,0,3214,0,8,2,486,22,22,0,2,0,0,0,148,0,0,4,2,0,4,44,2,54,42,322,0,58,170,58,18,68,850,6,132,116,38,38,16,6,0,0,120,88,2,168,0,28,0,0,16,0,32,16,18,0,326,0,12,6,0,118,0,34,10,28,4,22,6,16,20,0,8,6,156,2,0,12,46,2,134,54,24,0,62,92,168,18,32,34,0,6,152,0,282,6,30,0,206,120,98,10,2506,48,22,70,0,0,2,2,6,4,0,68,0,0,0,56,58,82,0,0,2,14,0,2,2,58,2,0,2,2,0,0,324,0,80,20,18,36,18,618,12,0,0,12,0,92,0,0,26,28,144,14,8
TUR,0,18,4,4,108,0,0,578,534,452,6,1708,1382,634,4,1482,12,0,12,214,680,48,0,100,0,430,4,2,16,1282,6,18,4,10,4,1792,1854,512,3216,42,90,10,0,0,610,0,2,68,116,0,0,716,1354,3748,2,0,1106,20,436,236,1200,0,2850,376,78,930,2,0,2770,2,4,2,5156,496,64,4,4,4,0,0,1464,14,2,16,4,6,12,694,2,972,194,2116,0,598,2564,568,112,766,3968,10,268,1438,166,66,172,6,0,0,1242,256,2,214,0,88,2,0,182,0,444,74,296,0,434,6,32,20,2,770,0,138,8,78,8,180,94,18,6,0,130,14,856,6,0,4,370,8,1952,926,54,0,364,138,2006,40,180,110,0,8,1646,4,1272,36,298,0,506,1688,1780,18,2216,62,26,396,0,0,2,2,14,8,16,776,0,0,2,548,594,1510,0,0,4,28,0,8,4,600,22,10,2,0,6,324,0,0,1560,38,50,578,46,7728,72,0,0,68,0,668,2,2,64,78,756,14,30
TUV,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWN,0,2,4,12,22,0,0,362,322,318,0,2322,720,288,4,754,26,0,16,136,390,24,2,18,0,360,2,2,10,864,8,48,4,20,4,2036,1118,462,10936,6,50,8,0,2,456,0,2,26,16,0,2,242,872,2608,0,0,566,10,62,204,660,0,1546,250,76,464,6,2,1794,2,18,2,3624,360,48,0,2,8,0,0,558,2,0,16,6,6,6,268,2,642,912,3016,0,400,970,98,50,536,1728,6,128,4476,34,74,38,28,2,4,2502,82,10,68,0,8,0,0,230,0,256,48,222,2,218,24,4,2,4,478,0,18,10,12,56,130,54,16,2,0,18,30,1430,10,6,10,158,4,896,476,84,0,490,64,1304,44,90,632,2,4,936,0,610,16,160,0,290,744,1242,28,1520,20,14,1450,2,0,4,0,4,0,2,462,0,4,0,252,328,776,6,0,4,2,2,2,2,1248,0,0,2,0,4,80,1560,0,0,28,38,294,16,10636,38,2,2,18,0,1694,0,6,8,92,560,14,10
TZA,0,2,6,6,6,0,0,18,30,6,0,230,28,8,32,196,38,0,40,62,14,10,2,6,0,4,2,0,8,118,2,10,6,50,6,216,312,30,316,48,70,42,22,2,58,6,4,24,6,0,0,8,22,328,0,0,128,12,14,14,52,2,120,14,176,62,14,0,166,0,8,16,1072,18,124,0,10,20,0,4,20,2,0,6,0,2,4,18,12,20,46,184,0,50,32,14,10,38,140,8,16,92,20,414,12,16,2,6,68,12,18,20,12,10,4,0,24,12,10,12,10,0,14,2,2,20,6,42,0,8,34,8,14,0,10,82,2,0,16,140,58,20,8,22,206,4,260,180,54,0,86,8,82,18,52,42,2,8,28,0,40,8,10,0,20,18,30,72,50,30,52,54,0,0,2,18,4,0,4,16,12,0,4,16,14,246,12,0,10,2,2,6,14,62,0,0,8,0,12,20,38,0,28,0,304,18,12,1280,6,0,2,6,0,38,0,4,4,14,494,116,88
UGA,0,4,8,4,6,2,0,22,40,6,0,222,42,10,20,248,58,0,58,54,20,10,0,4,0,2,2,0,4,114,4,8,8,52,6,246,284,28,136,46,112,76,34,0,50,6,2,22,6,0,0,6,24,284,0,0,66,10,18,20,60,0,94,22,176,50,8,0,242,0,6,14,1234,18,172,0,20,30,8,0,42,2,0,8,2,8,6,22,10,20,62,210,0,52,40,18,16,38,158,10,28,102,20,568,24,22,0,0,84,12,8,28,16,4,0,0,20,10,12,12,6,0,18,0,0,14,0,46,0,4,38,6,20,0,14,72,4,0,26,172,64,36,0,14,220,4,294,142,48,0,62,16,42,24,72,42,0,4,38,0,48,12,14,0,18,28,48,116,42,32,52,52,0,0,2,14,4,0,12,22,20,2,8,18,12,262,14,0,16,2,0,4,16,72,0,0,10,0,6,18,50,0,38,304,0,26,10,1834,10,0,0,12,0,70,0,2,2,12,590,106,142
UKR,0,2,4,12,20,0,0,72,106,358,6,486,658,172,2,512,16,0,4,40,422,22,0,40,0,360,2,0,4,588,0,10,0,20,2,398,740,126,1160,2,18,8,0,0,354,0,0,14,102,2,0,230,864,1902,0,0,274,4,134,202,276,2,930,336,32,532,0,2,1228,0,18,2,1530,308,42,0,0,2,0,0,490,4,0,4,0,6,50,472,2,588,156,566,0,404,302,58,24,236,1184,2,46,468,224,46,58,2,0,0,522,28,2,38,0,18,0,0,180,0,460,22,398,0,44,0,58,20,0,444,0,70,2,40,6,158,4,10,2,0,4,4,266,4,0,2,44,4,546,314,36,0,250,24,334,32,174,142,0,2,2492,2,524,36,20,0,222,532,2080,26,134,8,6,86,0,0,0,0,4,4,0,386,0,0,2,632,202,524,0,0,0,2,0,2,2,342,6,0,2,0,2,36,578,0,294,18,26,4,14,1774,64,0,0,32,0,198,0,2,6,20,250,18,6
URY,0,2,2,0,2,0,0,12,642,6,0,176,54,2,2,74,4,0,6,10,12,0,0,2,0,2,2,0,38,736,14,2,0,4,2,148,100,306,94,2,2,2,4,0,220,0,2,72,40,0,0,2,52,200,0,2,68,42,10,126,18,0,508,4,6,32,0,0,232,2,0,2,316,8,10,0,0,2,0,0,40,2,0,40,0,0,30,22,4,24,6,60,0,22,14,4,2,42,180,8,4,62,6,30,4,2,0,2,30,2,2,6,0,4,0,0,4,0,8,8,10,0,18,2,0,2,0,292,0,2,2,10,6,0,4,6,2,0,2,10,20,2,0,2,16,24,102,32,10,0,48,2,8,46,122,12,0,2,40,0,78,70,4,0,16,36,36,2,14,6,12,20,0,0,2,0,20,0,0,4,0,0,2,10,12,76,0,0,2,0,0,2,2,40,0,0,2,2,10,18,46,0,16,12,10,14,0,712,2,0,0,92,0,12,0,2,0,4,56,6,2
USA,28,86,38,26,102,14,2,3098,5566,734,42,37558,10662,396,40,14514,184,4,276,2154,1274,138,88,140,0,576,54,80,272,23082,104,88,72,458,22,59796,25654,7016,129480,266,608,356,206,2,4644,10,24,874,442,28,38,1032,6200,60398,4,38,13500,276,470,1488,5704,16,29412,1078,1324,7114,140,26,39786,28,44,112,85038,830,1250,6,80,174,34,12,6246,416,74,472,58,72,266,1598,250,3926,1514,21134,2,5946,8696,892,866,12056,38926,198,1430,29230,498,2744,116,336,6,116,22930,692,144,1662,98,156,18,80,822,68,916,628,466,6,764,126,104,300,16,9174,10,184,276,174,258,188,286,438,16,12,86,840,2866,194,110,116,2230,124,26966,8622,1040,8,6018,410,4238,860,2294,1458,24,114,9606,18,6090,234,340,0,2408,2526,11012,532,7680,206,412,8776,12,4,40,166,96,6,28,1616,30,8,30,1082,1626,17430,144,6,66,98,16,24,76,4520,46,2,20,10,220,618,7728,0,10636,1280,1834,1774,712,0,150,60,22,562,6,2772,30,98,46,84,9224,756,532
UZB,0,2,2,4,2,0,0,52,14,44,0,56,68,26,2,54,6,0,2,6,50,4,0,0,0,44,0,0,2,56,0,4,0,6,2,30,58,6,244,2,8,2,0,0,32,0,0,6,4,0,0,30,68,164,0,0,14,2,4,28,58,2,84,34,8,48,0,0,84,0,4,2,96,42,8,0,0,0,0,0,40,0,0,2,0,0,2,36,2,44,8,82,0,32,38,6,6,22,62,2,8,72,58,8,32,2,0,0,86,6,4,8,0,2,0,0,40,0,32,6,34,0,10,0,10,2,0,38,0,2,2,0,4,20,8,6,2,0,6,2,58,0,0,4,8,2,24,20,6,0,36,6,58,8,6,10,0,2,58,0,40,2,4,0,34,8,314,6,38,2,4,8,0,0,0,0,2,0,0,44,0,0,0,12,4,24,0,0,0,0,0,2,2,44,18,2,2,0,0,12,72,0,38,6,10,64,2,150,0,0,0,4,0,10,0,0,0,8,18,6,4
VAT,0,0,0,0,0,0,0,2,8,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,4,4,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,0,0,26,0,0,2,0,0,18,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,52,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,2,0,0
VCT,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,22,0,0,0,0,0,0,0,2,0,0,2,0,0
VEN,0,4,2,0,10,0,0,10,262,28,0,104,56,24,4,56,6,0,6,12,16,8,2,2,0,2,4,2,56,374,6,6,0,2,2,104,88,258,106,4,10,12,0,0,410,0,4,76,66,4,0,6,54,150,0,2,52,52,4,386,22,0,360,4,10,52,0,0,186,0,0,8,222,6,10,0,0,2,2,0,52,12,0,50,8,4,34,36,6,40,42,74,0,18,30,8,2,28,152,14,10,78,4,18,6,4,0,0,54,8,2,16,2,4,0,0,8,0,18,4,8,0,18,4,0,4,0,292,0,8,2,10,4,0,6,8,4,0,2,8,24,0,2,4,18,22,82,40,14,0,20,4,44,56,182,12,0,6,60,0,74,46,6,0,4,46,68,2,24,10,8,24,0,0,2,2,16,0,0,20,0,2,6,30,16,52,0,0,2,4,4,2,4,52,0,0,4,0,8,12,68,0,18,6,12,32,92,562,4,0,0,0,0,20,0,2,4,4,50,2,4
VGB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0
VNM,0,6,4,12,14,0,0,244,122,18,4,2258,172,118,2,544,32,0,18,296,70,28,0,28,0,44,4,0,10,406,4,32,8,30,4,774,386,114,3286,50,66,22,8,0,254,0,4,30,14,0,0,26,258,1276,2,0,248,16,300,46,472,4,576,80,148,194,6,0,1550,0,18,12,1726,68,92,0,2,12,0,0,176,0,0,8,6,8,56,86,2,304,414,1948,0,268,3358,498,18,130,790,10,194,2188,86,128,70,122,0,4,2776,148,108,74,0,36,0,0,92,2,56,34,10,0,68,4,6,10,2,252,0,16,4,12,120,2,36,24,6,0,122,10,1376,16,4,2,314,6,470,306,130,0,216,70,1278,48,92,390,0,22,490,2,208,18,34,0,154,468,952,34,1326,46,38,716,0,0,4,2,8,0,2,160,2,0,0,156,52,416,6,2,2,28,0,4,14,910,2,0,4,0,2,92,668,0,1694,38,70,198,12,2772,10,0,0,20,0,0,2,0,10,56,420,30,18
VUT,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,18,0,20,0,2,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,6,0,0,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,2,6,0,0,14,0,0,0,2,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,2,0,2,0,0,0,0,0
WSM,0,0,0,0,0,0,0,6,0,2,0,60,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,8,0,0,0,0,0,6,0,2,4,0,0,0,0,2,4,0,0,0,2,0,0,0,4,4,0,0,0,2,0,2,0,0,2,0,0,0,14,0,10,0,2,0,18,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,2,4,0,0,8,0,0,0,2,2,0,2,0,6,0,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,14,2,6,0,8,0,24,0,2,2,0,2,2,4,0,0,2,2,0,0,4,2,2,0,2,0,2,2,0,0,8,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,2,0,6,4,2,2,2,98,0,0,2,2,0,0,2,0,0,0,12,0,0
XKX,0,0,0,0,68,0,0,4,4,10,0,16,20,4,0,16,0,0,0,0,26,4,0,26,0,2,0,0,0,18,0,0,0,4,0,10,24,6,14,2,2,0,0,0,16,0,0,4,2,0,0,6,28,34,0,0,12,4,8,6,24,0,38,12,2,10,0,0,30,0,0,0,66,12,4,0,0,2,0,0,20,0,0,0,0,2,2,46,0,20,8,34,0,6,20,2,8,20,62,0,8,2,6,4,4,2,0,0,0,6,0,22,0,0,0,0,6,0,10,6,10,0,34,0,6,0,0,8,0,84,0,6,0,28,4,0,0,0,0,2,12,2,0,0,20,0,16,20,6,0,16,0,12,4,10,4,0,4,24,0,20,0,12,0,8,18,20,0,14,6,2,8,0,0,0,0,2,4,0,50,0,0,0,16,28,40,2,0,0,0,0,2,2,6,0,0,0,0,0,26,64,0,8,4,2,6,0,46,0,0,0,4,0,10,0,0,0,0,14,4,2
YEM,0,6,2,12,2,0,0,40,22,6,0,48,8,26,4,28,18,0,2,28,10,30,0,6,0,2,0,0,2,26,2,10,0,18,2,74,28,8,200,2,16,4,2,0,22,0,2,14,4,0,0,20,22,58,12,0,20,4,18,4,462,2,40,14,22,22,0,0,30,0,16,2,98,10,26,0,0,0,0,0,34,0,0,2,0,0,2,22,2,12,26,184,0,34,58,62,12,22,66,4,90,34,16,30,22,4,0,0,44,46,2,22,0,24,0,0,18,0,4,6,4,0,38,0,0,2,0,34,0,4,2,2,6,0,2,12,2,0,2,8,328,2,0,2,44,2,34,28,30,0,20,28,94,20,26,22,0,2,44,0,28,6,30,0,62,48,52,20,736,50,2,28,0,0,2,0,2,0,2,34,0,0,0,4,8,32,0,0,2,12,0,2,2,28,0,0,2,0,0,28,78,0,92,14,12,20,4,84,8,0,0,4,0,56,0,0,0,0,32,12,4
ZAF,0,10,26,12,12,0,0,474,712,248,0,3680,902,304,22,1402,110,0,76,262,240,32,6,24,2,204,10,0,28,1630,6,24,12,474,8,2684,1892,758,2920,74,366,106,52,2,500,10,6,50,126,0,0,104,734,3692,0,0,1006,10,148,74,560,6,1790,104,464,708,24,12,2670,8,20,18,8296,254,572,6,12,58,10,0,594,10,6,30,6,6,8,230,20,478,300,2544,0,460,856,166,76,530,2158,34,128,1266,78,1062,60,20,2,36,650,60,8,118,16,32,2,0,112,70,76,28,46,0,302,14,6,54,8,630,0,46,50,44,24,6,26,232,10,0,96,394,456,374,8,20,2168,4,2394,1110,146,0,646,122,634,66,278,208,6,16,980,0,734,30,204,0,262,510,1308,192,988,128,108,350,8,0,2,34,4,0,2,296,6,2,6,330,304,1790,138,0,46,10,4,4,28,436,12,0,10,6,30,144,756,0,560,494,590,250,56,9224,18,2,2,50,2,420,0,12,14,32,0,314,630
ZMB,0,6,10,8,6,0,0,14,16,4,0,104,18,8,14,58,20,0,24,38,12,8,0,2,0,4,0,0,2,46,0,4,0,42,4,82,120,12,106,20,50,56,24,0,22,0,4,12,6,0,0,6,12,100,0,0,30,4,6,6,38,0,30,12,82,16,2,0,110,0,10,2,458,8,90,0,10,14,0,0,8,0,0,42,0,0,2,12,4,8,28,108,0,34,30,18,8,26,44,4,20,122,14,198,12,12,0,4,22,12,8,6,4,6,0,0,28,18,2,6,6,0,12,0,2,6,2,30,0,6,18,2,8,0,2,36,2,0,4,108,32,40,0,6,112,2,90,64,22,0,26,12,86,12,32,30,0,2,24,0,28,6,8,0,10,16,32,44,34,32,24,20,0,0,0,8,2,0,0,16,2,0,0,6,10,48,20,0,0,0,0,4,8,48,0,0,2,2,2,14,14,0,14,116,106,18,6,756,6,0,0,2,0,30,0,0,4,12,314,0,84
ZWE,0,4,4,2,6,0,0,22,38,4,0,114,30,4,8,46,10,0,12,48,6,4,2,2,0,6,0,0,4,70,0,0,2,74,2,108,126,34,100,24,50,14,18,0,36,0,0,4,4,0,0,2,8,104,0,0,28,4,4,8,26,0,38,8,78,14,6,0,132,0,2,2,542,4,72,0,6,10,0,0,8,0,0,4,0,0,2,4,8,6,32,94,0,10,38,10,6,10,44,2,6,20,8,178,6,4,0,0,14,2,4,8,4,4,0,0,6,14,4,4,4,0,12,0,0,6,0,34,0,2,14,0,6,0,2,72,2,0,12,142,36,36,0,6,76,2,86,42,10,0,20,0,44,4,18,34,0,2,34,0,10,4,20,0,4,10,10,28,38,20,18,16,0,0,0,4,4,0,0,6,4,0,0,4,10,56,14,0,8,0,0,4,4,36,2,0,2,0,0,8,30,0,10,88,142,6,2,532,4,0,0,4,0,18,0,0,2,4,630,84,0
